name,description,address,regularPrice,discountPrice,bathrooms,bedrooms,furnished,parking,type,offer,userRef
　,"'""'",49 Oak Street,90879,95699,14,2,false,true,false,true,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰
',울란바토르,33469 Jay Place,38932,71274,15,20,false,true,true,true,👩🏽
NULL,<img src=x onerror=alert('hi') />,5132 Bartelt Junction,11852,39961,14,12,false,true,false,false,åß∂ƒ©˙∆˚¬…æ
⁰⁴⁵₀₁₂,　,18 Armistice Place,76319,81450,9,13,false,false,true,true,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو."
<script>alert('hi')</script>,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,2 Arkansas Avenue,36343,93016,15,4,true,true,false,false,nil
-1E2,$1.00,858 Lake View Junction,86720,21817,3,10,true,false,true,false,울란바토르
사회과학원 어학연구소,"""'""'""''''""",606 Grim Point,70235,51966,10,18,true,false,true,false,・(￣∀￣)・:*:
,00˙Ɩ$-,786 West Center,75037,68356,9,12,true,true,false,false,nil
Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,הָיְתָהtestالصفحات التّحول,8 Vera Center,87104,33306,11,9,true,true,true,true,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰
｀ｨ(´∀｀∩,1.00,92 Sunbrook Plaza,1418,70874,1,6,false,false,false,false,00˙Ɩ$-
١٢٣,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,64 Bartillon Alley,7743,24059,17,15,false,true,false,true,1E+02
"'""'",<img src=x onerror=alert('hi') />,40451 Pierstorff Crossing,15889,68285,3,15,false,false,false,true,Œ„´‰ˇÁ¨ˆØ∏”’
-1/2,‪‪test‪,70959 David Circle,72111,56609,2,10,true,false,false,true,-1.00
🐵 🙈 🙉 🙊,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,49 Esch Junction,66163,69370,20,0,true,false,true,false,/dev/null; touch /tmp/blns.fail ; echo
() { 0; }; touch /tmp/blns.shellshock1.fail;,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,84907 Moland Way,3552,4971,4,1,false,true,true,false,/dev/null; touch /tmp/blns.fail ; echo
​,(╯°□°）╯︵ ┻━┻)  ,1006 Rigney Way,75864,59890,3,10,true,true,false,true,null
(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,(｡◕ ∀ ◕｡),3 Burning Wood Lane,93442,11602,15,4,false,true,true,false,⁰⁴⁵
1,-1/2,185 Hooker Junction,51411,1941,16,4,false,false,true,false,😍
✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,6951 Clarendon Plaza,80254,5090,16,12,false,true,false,true,1;DROP TABLE users
¸˛Ç◊ı˜Â¯˘¿,',98880 Debra Pass,98746,95122,7,11,true,true,false,true,"""'""'""''''"""
​,test⁠test‫,963 Blue Bill Park Street,98134,91758,15,16,false,false,false,true,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’"
Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,(｡◕ ∀ ◕｡),32 Northview Drive,828,80657,10,15,true,false,true,true,"""''''""'"""
̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,96 Novick Lane,11892,84569,10,15,true,false,true,true,₀₁₂
1;DROP TABLE users,-1/2,6956 Gateway Road,10860,87634,0,7,true,false,false,false,
<script>alert('hi')</script>,../../../../../../../../../../../etc/passwd%00,1 Namekagon Center,63570,8273,0,9,true,false,true,false,Ω≈ç√∫˜µ≤≥÷
',NIL,8 Algoma Terrace,33102,85739,19,16,false,false,false,true,(｡◕ ∀ ◕｡)
パーティーへ行かないか,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,49916 4th Park,27988,27446,4,6,false,true,true,true,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥
部落格,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },17 Messerschmidt Drive,46552,61288,2,7,true,false,true,false,() { 0; }; touch /tmp/blns.shellshock1.fail;
999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,1E+02,1365 Jenna Junction,89407,37379,8,9,true,false,true,false,1;DROP TABLE users
̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,　,442 Larry Way,74789,9172,20,8,false,true,true,true,"__ﾛ(,_,*)"
0.00,0.00,8 Bunker Hill Circle,8068,57428,0,1,false,false,false,true,"""'""'""''''"""
",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,54 Hayes Point,10104,71111,7,6,true,false,false,false,`⁄€‹›ﬁﬂ‡°·‚—±
1E2,1/2,469 Tennyson Parkway,56763,4889,10,8,false,true,false,true,../../../../../../../../../../../etc/passwd%00
"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.","""''''""'""",4522 Graceland Circle,8620,29888,8,12,true,false,true,false,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥
999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,-$1.00,4 Bellgrove Junction,40337,49376,12,11,false,false,true,false,åß∂ƒ©˙∆˚¬…æ
nil,"<>?:""{}|_+",44612 Lawn Trail,34014,15107,20,17,false,false,true,false,!@#$%^&*()
␣,00˙Ɩ$-,5608 Hallows Court,44232,95169,1,3,true,false,false,true,１２３
$1.00,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,68412 Pine View Point,43165,68986,10,0,false,false,false,false,0/0
1E2,0/0,92 Carioca Lane,94576,63016,14,7,false,false,false,false,<svg><script>0<1>alert('XSS')</script>
åß∂ƒ©˙∆˚¬…æ,"""''''""'""",81 Valley Edge Crossing,69347,91269,18,8,true,true,false,false,🐵 🙈 🙉 🙊
"""'""'""''''""",NIL,860 High Crossing Place,89551,88504,18,11,true,false,false,false,1/0
",./;'[]\-=","<>?:""{}|_+",5 Golden Leaf Terrace,8248,90157,0,11,true,true,false,true,␡
1/2,,1375 Mitchell Trail,419,4834,0,14,false,false,false,false,‪‪test‪
﻿,‫test‫,96 Scofield Plaza,96466,45987,6,2,false,true,true,false,'
"""""",test,4647 Mifflin Drive,75142,42824,5,18,true,false,true,true,␣
../../../../../../../../../../../etc/hosts,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,3221 Laurel Park,33910,99576,10,17,true,true,true,true,-$1.00
﻿,₀₁₂,93414 Mccormick Hill,41207,30453,9,14,true,true,false,false,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ"
 ,-$1.00,32477 Kennedy Alley,77615,56541,6,18,true,false,false,false,ÅÍÎÏ˝ÓÔÒÚÆ☃
　,1E02,55184 6th Lane,96883,11684,9,18,false,true,false,true,-1.00
😍,-1.00,0523 Mayer Circle,68860,49866,13,4,true,true,false,true,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’"
﻿,"__ﾛ(,_,*)",2 Roxbury Street,49003,16766,5,5,false,true,true,false,‪‪test‪
・(￣∀￣)・:*:,1E+02,078 Logan Circle,86907,65046,20,2,true,true,true,true,😍
-1E2,␣,9 Columbus Crossing,26905,90087,0,9,true,true,true,false,｀ｨ(´∀｀∩
✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,test,42513 Beilfuss Way,66774,62619,3,19,true,true,true,false,　
-$1.00,<img src=x onerror=alert('hi') />,046 Commercial Plaza,36367,58384,3,17,true,false,true,false,‫test‫
$1.00,<img src=x onerror=alert('hi') />,45009 Namekagon Park,60076,10735,7,7,true,false,true,false,社會科學院語學研究所
﻿,',839 Schurz Parkway,67470,30064,9,12,false,true,true,true,␣
👩🏽,הָיְתָהtestالصفحات التّحول,6 Helena Place,86417,36807,4,6,false,false,true,false,Ω≈ç√∫˜µ≤≥÷
NULL,(╯°□°）╯︵ ┻━┻)  ,57 Crescent Oaks Way,32242,15701,15,0,false,true,false,true,åß∂ƒ©˙∆˚¬…æ
　,-1,8540 Twin Pines Street,60844,54951,12,17,true,false,false,true,1E2
0/0,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2 Caliangt Place,53522,11573,4,19,false,true,true,false,../../../../../../../../../../../etc/hosts
(｡◕ ∀ ◕｡),⁰⁴⁵,66270 Dovetail Circle,71754,57035,10,20,true,false,true,false,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ
() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },../../../../../../../../../../../etc/passwd%00,83984 Luster Alley,29633,78904,12,7,true,false,true,true,"'""'"
åß∂ƒ©˙∆˚¬…æ,åß∂ƒ©˙∆˚¬…æ,02599 Buell Street,91949,61215,8,19,false,true,false,false,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 
᠎,åß∂ƒ©˙∆˚¬…æ,87843 Fulton Place,65172,38190,7,3,true,false,true,true,(╯°□°）╯︵ ┻━┻)  
"<>?:""{}|_+",Œ„´‰ˇÁ¨ˆØ∏”’,431 Atwood Pass,18322,77883,4,12,true,false,false,false,‪‪test‪
NULL,1/2,29 Corry Center,8271,73841,5,2,false,true,true,true,‫test‫
(｡◕ ∀ ◕｡),../../../../../../../../../../../etc/hosts,158 Gina Trail,42691,51070,7,0,true,true,false,false,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ"
␣,-1/2,2 Moose Way,94322,8665,10,15,true,false,false,false,1
ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,53 Elmside Park,38003,84405,17,3,true,true,false,true,0.00
̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,⁰⁴⁵,975 Morrow Road,66145,52072,13,18,true,true,false,false,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 
-1E+02,😍,2 Bashford Court,62394,46962,12,12,true,true,false,false,'
​,１２３,30 Washington Circle,9009,23542,0,13,false,true,false,true,｀ｨ(´∀｀∩
パーティーへ行かないか,1E+02,9 Prairieview Alley,47644,96823,9,15,true,true,true,true,١٢٣
(╯°□°）╯︵ ┻━┻)  ,‪‪test‪,7314 Spohn Place,41996,47598,16,11,true,false,false,false,00˙Ɩ$-
𠜎𠜱𠝹𠱓𠱸𠲖𠳏,-$1.00,045 Muir Lane,94784,33378,11,18,false,true,true,true,🐵 🙈 🙉 🙊
₀₁₂,<script>alert('hi')</script>,0 Commercial Parkway,84049,77947,3,20,false,true,true,false,-1.00
() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },1;DROP TABLE users,06727 East Terrace,99971,83292,13,4,false,false,false,true,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥
œ∑´®†¥¨ˆøπ“‘,﻿,25031 Clove Park,96163,65568,16,0,false,true,true,false,1.00
../../../../../../../../../../../etc/hosts,Œ„´‰ˇÁ¨ˆØ∏”’,775 Roxbury Court,72196,80395,12,12,true,true,false,false,部落格
1/2,-1,0 Waxwing Way,46687,32334,14,8,false,false,false,true,¸˛Ç◊ı˜Â¯˘¿
',パーティーへ行かないか,79361 Petterle Center,37843,45528,14,0,true,true,false,true,<img src=x onerror=alert('hi') />
-1E2,Œ„´‰ˇÁ¨ˆØ∏”’,122 Farragut Avenue,17559,70874,6,17,false,false,true,false,""""""
999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,הָיְתָהtestالصفحات التّحول,51 Sycamore Center,71476,58748,9,19,true,false,false,false,部落格
⁰⁴⁵,⁰⁴⁵₀₁₂,45701 Dovetail Alley,8298,58408,16,14,false,true,true,true,!@#$%^&*()
null,,80 Springview Court,86133,22812,0,3,true,false,false,false,・(￣∀￣)・:*:
‫test‫,1E+02,501 Kensington Junction,9942,42443,8,3,true,false,true,true,'
!@#$%^&*(),-1E2,8554 Moland Park,53870,39988,9,18,true,false,false,false,田中さんにあげて下さい
"'""'",-1/2,62757 Pleasure Place,92633,13813,1,6,false,true,false,false,ÅÍÎÏ˝ÓÔÒÚÆ☃
<img src=x onerror=alert('hi') />,<svg><script>0<1>alert('XSS')</script>,6 Lakewood Park,71837,95161,14,5,true,true,false,true,​
1,"__ﾛ(,_,*)",47749 Canary Plaza,1658,17019,1,3,false,true,false,false,・(￣∀￣)・:*:
test,œ∑´®†¥¨ˆøπ“‘,72 Anderson Center,38837,75316,15,18,false,true,false,false,␣
',‪‪test‪,69 Commercial Road,34371,72582,11,11,false,true,true,true,1.00
$1.00,0.00,92 Main Plaza,4739,85712,15,16,false,false,false,true,・(￣∀￣)・:*:
​,-$1.00,18 Amoth Point,64737,36870,3,12,false,false,false,false,œ∑´®†¥¨ˆøπ“‘
!@#$%^&*(),() { 0; }; touch /tmp/blns.shellshock1.fail;,748 2nd Pass,97520,26906,13,12,false,false,false,false,パーティーへ行かないか
⁦test⁧,᠎,5589 Derek Alley,68896,93467,8,4,true,false,false,false,｀ｨ(´∀｀∩
🐵 🙈 🙉 🙊,⁰⁴⁵₀₁₂,056 Kedzie Terrace,19285,9589,15,20,true,true,false,false,Œ„´‰ˇÁ¨ˆØ∏”’
 ,␣,8591 Spohn Pass,64792,66238,9,10,true,true,false,true,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻
👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,​,6 Eliot Alley,82871,54043,20,5,true,true,false,false,1/0
✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,475 Welch Lane,23727,34640,1,20,true,true,true,true,1/0
‪‪test‪,"<>?:""{}|_+",66755 Hanover Court,37669,1493,12,20,true,true,true,true,-1.00
00˙Ɩ$-,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,898 Sachtjen Center,14838,6224,17,9,false,false,true,false,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; }
̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,¡™£¢∞§¶•ªº–≠,956 Scott Court,83680,66177,13,12,false,false,false,true,1E2
"""",הָיְתָהtestالصفحات التّحول,65 Southridge Terrace,90745,92673,5,19,false,true,false,false,Œ„´‰ˇÁ¨ˆØ∏”’
　,-$1.00,6695 Lighthouse Bay Point,98328,74523,8,6,true,true,true,true,<script>alert('hi')</script>
0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,../../../../../../../../../../../etc/hosts,1619 Donald Terrace,88090,61471,7,0,true,false,true,true,1/0
̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,-$1.00,08 Katie Street,57411,45094,15,9,false,true,true,false,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 
사회과학원 어학연구소,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",9 Fieldstone Drive,33838,91028,8,8,false,true,false,false,-1
$1.00,/dev/null; touch /tmp/blns.fail ; echo,6448 Rowland Junction,79530,69378,9,4,true,true,true,true,Ω≈ç√∫˜µ≤≥÷
　,nil,75475 Sugar Avenue,11058,75140,16,5,false,true,true,true,・(￣∀￣)・:*:
👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,$1.00,8198 Johnson Park,44237,84747,2,1,true,true,true,false,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’"
᠎,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,48649 Grayhawk Parkway,96340,56225,2,14,true,false,true,false,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’"
｀ｨ(´∀｀∩,() { 0; }; touch /tmp/blns.shellshock1.fail;,77 Thierer Circle,19938,16771,7,9,false,false,false,false,הָיְתָהtestالصفحات التّحول
ÅÍÎÏ˝ÓÔÒÚÆ☃,᠎,271 Pleasure Place,19047,90792,4,7,false,false,true,true,1/0
˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,パーティーへ行かないか,107 Bartillon Plaza,50478,3048,15,19,true,false,true,false,-1E+02
1.00,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",161 Schurz Trail,57622,60921,11,18,false,true,false,true,-1E02
﻿,1E2,0730 Bluejay Road,71114,96671,9,17,false,false,false,false,00˙Ɩ$-
0.00,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,162 Nancy Junction,71647,47143,10,14,true,false,false,true,・(￣∀￣)・:*:
사회과학원 어학연구소,`⁄€‹›ﬁﬂ‡°·‚—±,22 6th Alley,37793,55399,17,7,false,false,true,true,⁦test⁧
